episode,total_reward
1861,-131.0
1862,-46.0
1863,-48.0
1864,-74.0
1865,-160.0
1866,-48.0
1867,-93.0
1868,-89.0
1869,-71.0
1870,-104.0
1871,-45.0
1872,-155.0
1873,-75.0
1874,-136.0
1875,-58.0
1876,-90.0
1877,-93.0
1878,7.0
1879,-131.0
1880,-42.0
1881,-48.0
1882,-121.0
1883,-144.0
1884,-11.0
1885,-91.0
1886,6.0
1887,-31.0
1888,-16.0
1889,-292.0
1890,-100.0
1891,-24.0
1892,-110.0
1893,-89.0
1894,-17.0
1895,-23.0
1896,-144.0
1897,-194.0
1898,-22.0
1899,-29.0
1900,-89.0
1901,-53.0
1902,2.0
1903,-24.0
1904,-90.0
1905,-10.0
1906,-148.0
1907,2.0
1908,-45.0
1909,-114.0
1910,-70.0
1911,-112.0
1912,-60.0
1913,-15.0
1914,-90.0
1915,-57.0
1916,1.0
1917,-70.0
1918,-61.0
1919,-176.0
1920,-72.0
1921,-162.0
1922,-33.0
1923,-98.0
1924,-131.0
1925,-105.0
1926,-118.0
1927,-48.0
1928,-80.0
1929,-180.0
1930,-104.0
1931,-54.0
1932,-32.0
1933,-89.0
1934,-127.0
1935,-15.0
1936,-76.0
1937,-138.0
1938,-36.0
1939,-74.0
1940,-59.0
1941,-78.0
1942,-85.0
1943,-31.0
1944,-30.0
1945,-104.0
1946,-4.0
1947,-187.0
1948,-65.0
1949,-100.0
1950,-95.0
1951,-94.0
1952,-34.0
1953,-79.0
1954,-44.0
1955,-80.0
1956,-37.0
1957,-124.0
1958,-84.0
1959,-65.0
1960,2.0
1961,-113.0
1962,-71.0
1963,-73.0
1964,-140.0
1965,-53.0
1966,-31.0
1967,-101.0
1968,-26.0
1969,-79.0
1970,-5.0
1971,-110.0
1972,-120.0
1973,-18.0
1974,-31.0
1975,-29.0
1976,-74.0
1977,-60.0
1978,-259.0
1979,0.0
1980,-5.0
1981,-72.0
1982,-79.0
1983,-69.0
1984,-86.0
1985,-44.0
1986,-55.0
1987,-140.0
1988,-63.0
1989,-89.0
1990,-17.0
1991,-70.0
1992,-159.0
1993,-56.0
1994,-70.0
1995,-78.0
1996,-40.0
1997,-66.0
1998,-44.0
1999,-56.0
2000,-27.0
2001,-21.0
2002,-118.0
2003,-64.0
2004,-80.0
2005,-158.0
2006,-17.0
2007,-71.0
2008,-54.0
2009,-13.0
2010,-69.0
2011,-34.0
2012,-98.0
2013,-49.0
2014,-66.0
2015,-46.0
2016,-105.0
2017,-52.0
2018,-120.0
2019,-48.0
2020,-28.0
2021,-4.0
2022,-127.0
2023,-33.0
2024,-73.0
2025,-70.0
2026,-33.0
2027,-55.0
2028,-147.0
2029,-119.0
2030,-17.0
2031,-23.0
2032,-53.0
2033,-134.0
2034,-76.0
2035,-53.0
2036,-35.0
2037,-102.0
2038,-124.0
2039,-57.0
2040,-112.0
2041,-56.0
2042,-178.0
2043,-26.0
2044,-71.0
2045,-184.0
2046,-5.0
2047,-28.0
2048,-69.0
2049,-40.0
2050,-116.0
2051,-197.0
2052,-51.0
2053,-104.0
2054,-49.0
2055,-57.0
2056,-19.0
2057,-25.0
2058,-43.0
2059,12.0
2060,-15.0
2061,-41.0
2062,-12.0
2063,-92.0
2064,-68.0
2065,-10.0
2066,-130.0
2067,-66.0
2068,-8.0
2069,-4.0
2070,-10.0
2071,-85.0
2072,-7.0
2073,-8.0
2074,-164.0
2075,-55.0
2076,-83.0
2077,-20.0
2078,-12.0
2079,-25.0
2080,-76.0
2081,-23.0
2082,-87.0
2083,-146.0
2084,-152.0
2085,-32.0
2086,-33.0
2087,-30.0
2088,-203.0
2089,-58.0
2090,-93.0
2091,-144.0
2092,-3.0
2093,-57.0
2094,-104.0
2095,-56.0
2096,-51.0
2097,-75.0
2098,-51.0
2099,-54.0
2100,-8.0
2101,-47.0
2102,-63.0
2103,-215.0
2104,-85.0
2105,-131.0
2106,-71.0
2107,-27.0
2108,-84.0
2109,-56.0
2110,-124.0
2111,-73.0
2112,-80.0
2113,-92.0
2114,-1.0
2115,-47.0
2116,-43.0
2117,-24.0
2118,-79.0
2119,-26.0
2120,-25.0
2121,-103.0
2122,-48.0
2123,-122.0
2124,-34.0
2125,-72.0
2126,-11.0
2127,-43.0
2128,-80.0
2129,-72.0
2130,-143.0
2131,-16.0
2132,-27.0
2133,-92.0
2134,-64.0
2135,-85.0
2136,-1.0
2137,-33.0
2138,-75.0
2139,-67.0
2140,-43.0
2141,-88.0
2142,-39.0
2143,-77.0
2144,-90.0
2145,-100.0
2146,-66.0
2147,-136.0
2148,-108.0
2149,-78.0
2150,-31.0
2151,-57.0
2152,-82.0
2153,8.0
2154,-34.0
2155,-63.0
2156,-80.0
2157,-47.0
2158,-47.0
2159,-82.0
2160,-117.0
2161,9.0
2162,-1.0
2163,-70.0
2164,-5.0
2165,-6.0
2166,-52.0
2167,-26.0
2168,-63.0
2169,-79.0
2170,-224.0
2171,-13.0
2172,-69.0
2173,-114.0
2174,-60.0
2175,-98.0
2176,-64.0
2177,-129.0
2178,-105.0
2179,-91.0
2180,-35.0
2181,-21.0
2182,-32.0
2183,-60.0
2184,-14.0
2185,-8.0
2186,-26.0
2187,-69.0
2188,-12.0
2189,-52.0
2190,-71.0
2191,-73.0
2192,-79.0
2193,-97.0
2194,-1.0
2195,-27.0
2196,-24.0
2197,-45.0
2198,-90.0
2199,-161.0
2200,-58.0
2201,-131.0
2202,-49.0
2203,-44.0
2204,-15.0
2205,-83.0
2206,-43.0
2207,-87.0
2208,-64.0
2209,-13.0
2210,-89.0
2211,-30.0
2212,-39.0
2213,-29.0
2214,-25.0
2215,-117.0
2216,-64.0
2217,-80.0
2218,-43.0
2219,-28.0
2220,-16.0
2221,-38.0
2222,-32.0
2223,-49.0
2224,-5.0
2225,-55.0
2226,-21.0
2227,-73.0
2228,-81.0
2229,-86.0
2230,-99.0
2231,4.0
2232,-13.0
2233,-7.0
2234,-64.0
2235,-47.0
2236,-31.0
2237,-28.0
2238,-45.0
2239,-71.0
2240,-43.0
2241,-39.0
2242,-82.0
2243,-49.0
2244,-49.0
2245,6.0
2246,-47.0
2247,-50.0
2248,-77.0
2249,-116.0
2250,-43.0
2251,-38.0
2252,-5.0
2253,-41.0
2254,-68.0
2255,-54.0
2256,-86.0
2257,-49.0
2258,-69.0
2259,6.0
2260,-62.0
2261,-114.0
2262,-28.0
2263,-39.0
2264,-27.0
2265,-40.0
2266,-86.0
2267,-42.0
2268,-65.0
2269,14.0
2270,-50.0
2271,-138.0
2272,-103.0
2273,-64.0
2274,12.0
2275,-83.0
2276,-75.0
2277,-10.0
2278,-103.0
2279,-15.0
2280,12.0
2281,-126.0
2282,-71.0
2283,-19.0
2284,-50.0
2285,-141.0
2286,-18.0
2287,-11.0
2288,-52.0
2289,-34.0
2290,3.0
2291,-53.0
2292,-48.0
2293,-50.0
2294,-14.0
2295,-103.0
2296,-85.0
2297,1.0
2298,-66.0
2299,-31.0
2300,-140.0
2301,-140.0
2302,-22.0
2303,-35.0
2304,-97.0
2305,-23.0
2306,-83.0
2307,-29.0
2308,-65.0
2309,-92.0
2310,-26.0
2311,-11.0
2312,-39.0
2313,-31.0
2314,-34.0
2315,-160.0
2316,-11.0
2317,-35.0
2318,-41.0
2319,-27.0
2320,-41.0
2321,-84.0
2322,-22.0
2323,-82.0
2324,-40.0
2325,-5.0
2326,-1.0
2327,-67.0
2328,-38.0
2329,-47.0
2330,-41.0
2331,-33.0
2332,-67.0
2333,-84.0
2334,-24.0
2335,-39.0
2336,-100.0
2337,-54.0
2338,-199.0
2339,-43.0
2340,-32.0
2341,-11.0
2342,-14.0
2343,-9.0
2344,-10.0
2345,-25.0
2346,-101.0
2347,-14.0
2348,-40.0
2349,-50.0
2350,-52.0
2351,-97.0
2352,-31.0
2353,-19.0
2354,-22.0
2355,-2.0
2356,-136.0
2357,-16.0
2358,-36.0
2359,10.0
2360,-11.0
2361,-31.0
2362,-99.0
2363,-2.0
2364,-67.0
2365,-15.0
2366,-42.0
2367,-76.0
2368,-64.0
2369,-44.0
2370,-38.0
2371,-19.0
2372,-6.0
2373,-47.0
2374,-20.0
2375,-37.0
2376,-83.0
2377,-89.0
2378,-29.0
2379,-64.0
2380,-120.0
2381,-1.0
2382,-86.0
2383,3.0
2384,-80.0
2385,-45.0
2386,-47.0
2387,9.0
2388,-81.0
2389,-64.0
2390,-86.0
2391,-65.0
2392,-13.0
2393,12.0
2394,-23.0
2395,-65.0
2396,-12.0
2397,-73.0
2398,-99.0
2399,-36.0
2400,-78.0
2401,-8.0
2402,-21.0
2403,-62.0
2404,1.0
2405,-26.0
2406,-11.0
2407,-19.0
2408,-102.0
2409,-50.0
2410,-104.0
2411,-78.0
2412,-31.0
2413,-54.0
2414,-45.0
2415,-26.0
2416,-30.0
2417,-38.0
2418,-107.0
2419,-33.0
2420,-18.0
2421,-21.0
2422,12.0
2423,-17.0
2424,-41.0
2425,-83.0
2426,-33.0
2427,-122.0
2428,-86.0
2429,-23.0
2430,-7.0
2431,-25.0
2432,-50.0
2433,-23.0
2434,-22.0
2435,-38.0
2436,-41.0
2437,-18.0
2438,-50.0
2439,-70.0
2440,-125.0
2441,6.0
2442,-41.0
2443,-51.0
2444,3.0
2445,-17.0
2446,-31.0
2447,1.0
2448,-4.0
2449,-18.0
2450,9.0
2451,-74.0
2452,-24.0
2453,-57.0
2454,-85.0
2455,-5.0
2456,-76.0
2457,-30.0
2458,-117.0
2459,-63.0
2460,-46.0
2461,-37.0
2462,-40.0
2463,-65.0
2464,-155.0
2465,-40.0
2466,-13.0
2467,10.0
2468,-97.0
2469,-65.0
2470,-165.0
2471,-23.0
2472,-19.0
2473,-10.0
2474,-64.0
2475,-4.0
2476,11.0
2477,-32.0
2478,-97.0
2479,-37.0
2480,-17.0
2481,-50.0
2482,-61.0
2483,-52.0
2484,-91.0
2485,-12.0
2486,4.0
2487,-36.0
2488,-79.0
2489,-15.0
2490,-143.0
2491,-19.0
2492,-20.0
2493,-73.0
2494,-50.0
2495,-88.0
2496,-53.0
2497,-24.0
2498,-30.0
2499,-15.0
2500,-122.0
2501,-43.0
2502,-97.0
2503,-38.0
2504,-13.0
2505,-65.0
2506,-64.0
2507,-56.0
2508,-5.0
2509,-64.0
2510,-74.0
2511,-16.0
2512,11.0
2513,-45.0
2514,-39.0
2515,-33.0
2516,-31.0
2517,-10.0
2518,-27.0
2519,-70.0
2520,-4.0
2521,-34.0
2522,-9.0
2523,-5.0
2524,-88.0
2525,-10.0
2526,-26.0
2527,-15.0
2528,-16.0
2529,-56.0
2530,-23.0
2531,-34.0
2532,-50.0
2533,-19.0
2534,-51.0
2535,-60.0
2536,-14.0
2537,1.0
2538,4.0
2539,-9.0
2540,8.0
2541,-45.0
2542,-9.0
2543,-11.0
2544,-17.0
2545,-8.0
2546,-53.0
2547,-58.0
2548,-21.0
2549,4.0
2550,2.0
2551,-17.0
2552,-63.0
2553,-32.0
2554,-25.0
2555,-62.0
2556,-45.0
2557,-31.0
2558,-28.0
2559,-39.0
2560,7.0
2561,-41.0
2562,-43.0
2563,-33.0
2564,-19.0
2565,3.0
2566,2.0
2567,-52.0
2568,-30.0
2569,-3.0
2570,-18.0
2571,-76.0
2572,-19.0
2573,-67.0
2574,-14.0
2575,-45.0
2576,-65.0
2577,-117.0
2578,-9.0
2579,-32.0
2580,-22.0
2581,-14.0
2582,-67.0
2583,-10.0
2584,-14.0
2585,-36.0
2586,-57.0
2587,-34.0
2588,8.0
2589,-61.0
2590,-29.0
2591,-3.0
2592,-1.0
2593,-10.0
2594,-34.0
2595,-96.0
2596,-17.0
2597,-54.0
2598,-64.0
2599,-38.0
2600,-57.0
2601,2.0
2602,-71.0
2603,-49.0
2604,-88.0
2605,-83.0
2606,-2.0
2607,-67.0
2608,7.0
2609,-29.0
2610,11.0
2611,-110.0
2612,-60.0
2613,-64.0
2614,-75.0
2615,-20.0
2616,-32.0
2617,-42.0
2618,-37.0
2619,-4.0
2620,-1.0
2621,-22.0
2622,-37.0
2623,-36.0
2624,13.0
2625,-91.0
2626,-46.0
2627,2.0
2628,-52.0
2629,-62.0
2630,-42.0
2631,-100.0
2632,-30.0
2633,-39.0
2634,-42.0
2635,-30.0
2636,-31.0
2637,-107.0
2638,-22.0
2639,-53.0
2640,-69.0
2641,-32.0
2642,-85.0
2643,-60.0
2644,-72.0
2645,-53.0
2646,3.0
2647,-63.0
2648,-29.0
2649,-36.0
2650,11.0
2651,-20.0
2652,-49.0
2653,-52.0
2654,-37.0
2655,0.0
2656,-13.0
2657,-39.0
2658,-29.0
2659,-43.0
2660,-41.0
2661,-83.0
2662,-11.0
2663,-34.0
2664,-93.0
2665,-22.0
2666,-46.0
2667,-11.0
2668,8.0
2669,-4.0
2670,-27.0
2671,-3.0
2672,-59.0
2673,-28.0
2674,-44.0
2675,-69.0
2676,-22.0
2677,-12.0
2678,-48.0
2679,-78.0
2680,-30.0
2681,-80.0
2682,-6.0
2683,-7.0
2684,-18.0
2685,-43.0
2686,-24.0
2687,-28.0
2688,-49.0
2689,-59.0
2690,-8.0
2691,-26.0
2692,-69.0
2693,-14.0
2694,-58.0
2695,-24.0
2696,-69.0
2697,-32.0
2698,-8.0
2699,-28.0
2700,-35.0
2701,-29.0
2702,-35.0
2703,-31.0
2704,-7.0
2705,-34.0
2706,-36.0
2707,-10.0
2708,-86.0
2709,-33.0
2710,-5.0
2711,-98.0
2712,-70.0
2713,-48.0
2714,-10.0
2715,-56.0
2716,1.0
2717,-77.0
2718,-22.0
2719,-46.0
2720,-29.0
2721,-28.0
2722,-23.0
2723,-18.0
2724,-21.0
2725,-54.0
2726,-90.0
2727,-22.0
2728,-32.0
2729,1.0
2730,-40.0
2731,8.0
2732,-45.0
2733,-33.0
2734,2.0
2735,-38.0
2736,-25.0
2737,-21.0
2738,-52.0
2739,-27.0
2740,-41.0
2741,-16.0
2742,-50.0
2743,-7.0
2744,-19.0
2745,-42.0
2746,-48.0
2747,-65.0
2748,-24.0
2749,-10.0
2750,-32.0
2751,-29.0
2752,11.0
2753,-57.0
2754,-33.0
2755,-64.0
2756,-29.0
2757,-11.0
2758,-48.0
2759,4.0
2760,-6.0
2761,1.0
2762,-10.0
2763,-34.0
2764,-30.0
2765,8.0
2766,-26.0
2767,-53.0
2768,-11.0
2769,-60.0
2770,-41.0
2771,3.0
2772,10.0
2773,-59.0
2774,-17.0
2775,-163.0
2776,-38.0
2777,-13.0
2778,-42.0
2779,-9.0
2780,7.0
2781,-36.0
2782,2.0
2783,5.0
2784,-24.0
2785,-13.0
2786,-31.0
2787,-1.0
2788,-59.0
2789,10.0
2790,-29.0
2791,-6.0
2792,8.0
2793,-79.0
2794,9.0
2795,-30.0
2796,-31.0
2797,-45.0
2798,-35.0
2799,-113.0
2800,-48.0
2801,-50.0
2802,10.0
2803,1.0
2804,-1.0
2805,-4.0
2806,-31.0
2807,0.0
2808,-22.0
2809,-60.0
2810,-40.0
2811,7.0
2812,-30.0
2813,-20.0
2814,-11.0
2815,10.0
2816,-12.0
2817,-47.0
2818,-76.0
2819,-24.0
2820,-37.0
2821,8.0
2822,-43.0
2823,-27.0
2824,-6.0
2825,-24.0
2826,4.0
2827,13.0
2828,-69.0
2829,-4.0
2830,-46.0
2831,-76.0
2832,7.0
2833,0.0
2834,-38.0
2835,-22.0
2836,-83.0
2837,-27.0
2838,-22.0
2839,-29.0
2840,-20.0
2841,-20.0
2842,-23.0
2843,-36.0
2844,10.0
2845,-36.0
2846,-56.0
2847,-38.0
2848,-37.0
2849,-13.0
2850,-27.0
2851,-20.0
2852,-36.0
2853,-17.0
2854,-23.0
2855,-4.0
2856,-58.0
2857,-33.0
2858,-5.0
2859,-74.0
2860,-17.0
2861,-11.0
2862,8.0
2863,7.0
2864,-57.0
2865,-36.0
2866,-4.0
2867,-53.0
2868,-23.0
2869,-29.0
2870,-27.0
2871,-26.0
2872,13.0
2873,-15.0
2874,-18.0
2875,-14.0
2876,10.0
2877,-26.0
2878,-12.0
2879,-10.0
2880,-14.0
2881,-61.0
2882,-47.0
2883,-27.0
2884,9.0
2885,-16.0
2886,-51.0
2887,-32.0
2888,12.0
2889,-8.0
2890,-55.0
2891,-10.0
2892,6.0
2893,-49.0
2894,-62.0
2895,-45.0
2896,-80.0
2897,-50.0
2898,-1.0
2899,-44.0
2900,13.0
2901,-21.0
2902,-17.0
2903,-23.0
2904,-15.0
2905,-32.0
2906,-15.0
2907,-4.0
2908,-31.0
2909,-24.0
2910,-3.0
2911,5.0
2912,-11.0
2913,-38.0
2914,-3.0
2915,-24.0
2916,-105.0
2917,-5.0
2918,9.0
2919,-146.0
2920,-19.0
2921,-62.0
2922,-54.0
2923,-6.0
2924,-36.0
2925,-27.0
2926,-59.0
2927,-37.0
2928,-25.0
2929,14.0
2930,-29.0
2931,-25.0
2932,-21.0
2933,-24.0
2934,-13.0
2935,-1.0
2936,-11.0
2937,-52.0
2938,-29.0
2939,-45.0
2940,-27.0
2941,-66.0
2942,-34.0
2943,-22.0
2944,-53.0
2945,-55.0
2946,-6.0
2947,-14.0
2948,-30.0
2949,-33.0
2950,-14.0
2951,-1.0
2952,-2.0
2953,-22.0
2954,-21.0
2955,-8.0
2956,-34.0
2957,-51.0
2958,-20.0
2959,-80.0
2960,-19.0
2961,3.0
2962,-50.0
2963,-71.0
2964,-3.0
2965,-81.0
2966,1.0
2967,-29.0
2968,4.0
2969,-32.0
2970,8.0
2971,-54.0
2972,8.0
2973,-52.0
2974,-44.0
2975,-14.0
2976,-18.0
2977,-45.0
2978,-23.0
2979,-19.0
2980,-35.0
2981,-3.0
2982,-14.0
2983,-24.0
2984,-53.0
2985,-89.0
2986,-27.0
2987,-13.0
2988,-10.0
2989,-24.0
2990,-41.0
2991,-51.0
2992,-9.0
2993,-42.0
2994,-13.0
2995,-44.0
2996,-8.0
2997,-61.0
2998,-7.0
2999,3.0
3000,-58.0
3001,-65.0
3002,-27.0
3003,-39.0
3004,1.0
3005,-53.0
3006,-42.0
3007,6.0
3008,-19.0
3009,-16.0
3010,-39.0
3011,-29.0
3012,5.0
3013,-19.0
3014,-39.0
3015,-56.0
3016,-44.0
3017,-6.0
3018,5.0
3019,-38.0
3020,-42.0
3021,-10.0
3022,3.0
3023,-22.0
3024,-12.0
3025,-24.0
3026,0.0
3027,-46.0
3028,-2.0
3029,-41.0
3030,-17.0
3031,-62.0
3032,-16.0
3033,-6.0
3034,-22.0
3035,-8.0
3036,-117.0
3037,3.0
3038,-37.0
3039,3.0
3040,-28.0
3041,13.0
3042,-55.0
3043,-3.0
3044,-5.0
3045,-45.0
3046,-3.0
3047,5.0
3048,-24.0
3049,-11.0
3050,-10.0
3051,-97.0
3052,-51.0
3053,4.0
3054,8.0
3055,-49.0
3056,-6.0
3057,-34.0
3058,-6.0
3059,-6.0
3060,-28.0
3061,-67.0
3062,-32.0
3063,-33.0
3064,5.0
3065,-13.0
3066,-14.0
3067,-59.0
3068,-35.0
3069,-34.0
3070,-23.0
3071,-14.0
3072,-38.0
3073,-5.0
3074,10.0
3075,-13.0
3076,0.0
3077,11.0
3078,-67.0
3079,-30.0
3080,1.0
3081,-4.0
3082,-44.0
3083,-7.0
3084,-21.0
3085,-28.0
3086,-49.0
3087,-26.0
3088,-6.0
3089,-47.0
3090,-67.0
3091,-1.0
3092,2.0
3093,-15.0
3094,-9.0
3095,-24.0
3096,-31.0
3097,-43.0
3098,-24.0
3099,-2.0
3100,7.0
3101,-6.0
3102,1.0
3103,-20.0
3104,-36.0
3105,-15.0
3106,9.0
3107,-8.0
3108,-23.0
3109,-16.0
3110,-3.0
3111,-24.0
3112,3.0
3113,-11.0
3114,-34.0
3115,-5.0
3116,5.0
3117,-15.0
3118,4.0
3119,-23.0
3120,-29.0
3121,-17.0
3122,-14.0
3123,-28.0
3124,-29.0
3125,-39.0
3126,-11.0
3127,-45.0
3128,-35.0
3129,-27.0
3130,4.0
3131,-5.0
3132,9.0
3133,-68.0
3134,12.0
3135,-36.0
3136,2.0
3137,11.0
3138,-1.0
3139,-122.0
3140,-9.0
3141,-6.0
3142,-11.0
3143,-68.0
3144,-24.0
3145,-11.0
3146,-8.0
3147,-18.0
3148,-1.0
3149,1.0
3150,-74.0
3151,-8.0
3152,14.0
3153,-14.0
3154,-31.0
3155,-70.0
3156,-19.0
3157,-20.0
3158,-37.0
3159,-30.0
3160,-36.0
3161,4.0
3162,-24.0
3163,-26.0
3164,-74.0
3165,-34.0
3166,-24.0
3167,-3.0
3168,12.0
3169,-9.0
3170,-51.0
3171,-36.0
3172,-21.0
3173,-100.0
3174,-53.0
3175,-11.0
3176,-24.0
3177,13.0
3178,2.0
3179,-14.0
3180,-18.0
3181,-1.0
3182,-31.0
3183,-10.0
3184,-10.0
3185,-33.0
3186,-44.0
3187,-20.0
3188,-16.0
3189,6.0
3190,10.0
3191,-27.0
3192,-9.0
3193,-27.0
3194,6.0
3195,-4.0
3196,-17.0
3197,-41.0
3198,-13.0
3199,-7.0
3200,0.0
3201,-53.0
3202,-25.0
3203,-21.0
3204,-22.0
3205,-14.0
3206,-12.0
3207,-18.0
3208,-35.0
3209,-23.0
3210,2.0
3211,-49.0
3212,14.0
3213,-62.0
3214,-61.0
3215,-1.0
3216,-18.0
3217,-56.0
3218,-19.0
3219,-15.0
3220,-42.0
3221,-34.0
3222,-3.0
3223,-14.0
3224,-2.0
3225,-14.0
3226,-17.0
3227,-38.0
3228,-19.0
3229,10.0
3230,5.0
3231,-62.0
3232,4.0
3233,-48.0
3234,-65.0
3235,-68.0
3236,-16.0
3237,-14.0
3238,-13.0
3239,-13.0
3240,-42.0
3241,-25.0
3242,-11.0
3243,-3.0
3244,-52.0
3245,-2.0
3246,-35.0
3247,-15.0
3248,-59.0
3249,-48.0
3250,-11.0
3251,-13.0
3252,-7.0
3253,4.0
3254,-17.0
3255,-52.0
3256,-10.0
3257,-26.0
3258,6.0
3259,-35.0
3260,-3.0
3261,-17.0
3262,-17.0
3263,12.0
3264,-58.0
3265,1.0
3266,-30.0
3267,-4.0
3268,14.0
3269,-6.0
3270,-3.0
3271,10.0
3272,-17.0
3273,-7.0
3274,1.0
3275,-15.0
3276,11.0
3277,-14.0
3278,-12.0
3279,-24.0
3280,-13.0
3281,3.0
3282,5.0
3283,-19.0
3284,-40.0
3285,-31.0
3286,7.0
3287,-12.0
3288,7.0
3289,11.0
3290,-52.0
3291,-18.0
3292,-1.0
3293,-1.0
3294,-18.0
3295,-5.0
3296,-3.0
3297,-4.0
3298,10.0
3299,-21.0
3300,11.0
3301,-10.0
3302,7.0
3303,10.0
3304,-32.0
3305,10.0
3306,-12.0
3307,-8.0
3308,-2.0
3309,-38.0
3310,-34.0
3311,-14.0
3312,-39.0
3313,-4.0
3314,9.0
3315,-12.0
3316,-77.0
3317,-22.0
3318,-9.0
3319,2.0
3320,-55.0
3321,-31.0
3322,-32.0
3323,-8.0
3324,-36.0
3325,0.0
3326,-37.0
3327,-11.0
3328,-9.0
3329,-18.0
3330,-38.0
3331,-55.0
3332,-35.0
3333,1.0
3334,-2.0
3335,-13.0
3336,-24.0
3337,9.0
3338,-47.0
3339,9.0
3340,4.0
3341,-3.0
3342,-17.0
3343,3.0
3344,-34.0
3345,-91.0
3346,-8.0
3347,-30.0
3348,-3.0
3349,-17.0
3350,-7.0
3351,-16.0
3352,9.0
3353,-81.0
3354,-34.0
3355,8.0
3356,-22.0
3357,6.0
3358,-10.0
3359,9.0
3360,-10.0
3361,-3.0
3362,-44.0
3363,-5.0
3364,-23.0
3365,-6.0
3366,-6.0
3367,-31.0
3368,-12.0
3369,-11.0
3370,-11.0
3371,-24.0
3372,-23.0
3373,0.0
3374,-16.0
3375,-8.0
3376,-13.0
3377,2.0
3378,-2.0
3379,-24.0
3380,-4.0
3381,-19.0
3382,-49.0
3383,-27.0
3384,-30.0
3385,-28.0
3386,-30.0
3387,-5.0
3388,-13.0
3389,-34.0
3390,-16.0
3391,-12.0
3392,-16.0
3393,4.0
3394,7.0
3395,-18.0
3396,-20.0
3397,-35.0
3398,-81.0
3399,7.0
3400,-26.0
3401,2.0
3402,-8.0
3403,-20.0
3404,-1.0
3405,-22.0
3406,6.0
3407,12.0
3408,9.0
3409,-14.0
3410,0.0
3411,-23.0
3412,-35.0
3413,-22.0
3414,-12.0
3415,-2.0
3416,0.0
3417,13.0
3418,2.0
3419,7.0
3420,-2.0
3421,-37.0
3422,-3.0
3423,-25.0
3424,-17.0
3425,-13.0
3426,-3.0
3427,-29.0
3428,-21.0
3429,-9.0
3430,-44.0
3431,14.0
3432,-7.0
3433,9.0
3434,-8.0
3435,2.0
3436,-13.0
3437,-51.0
3438,-21.0
3439,-27.0
3440,8.0
3441,-37.0
3442,-13.0
3443,-7.0
3444,5.0
3445,-6.0
3446,-38.0
3447,-4.0
3448,-23.0
3449,-6.0
3450,-23.0
3451,-12.0
3452,-19.0
3453,0.0
3454,-5.0
3455,3.0
3456,8.0
3457,-4.0
3458,12.0
3459,6.0
3460,-32.0
3461,9.0
3462,-19.0
3463,-20.0
3464,-17.0
3465,-23.0
3466,-21.0
3467,-28.0
3468,-20.0
3469,12.0
3470,-4.0
3471,-6.0
3472,-1.0
3473,-16.0
3474,-23.0
3475,-13.0
3476,9.0
3477,-3.0
3478,2.0
3479,-78.0
3480,-4.0
3481,-4.0
3482,-10.0
3483,-34.0
3484,-4.0
3485,-3.0
3486,-31.0
3487,6.0
3488,-11.0
3489,-7.0
3490,2.0
3491,3.0
3492,7.0
3493,0.0
3494,-28.0
3495,-5.0
3496,12.0
3497,-12.0
3498,4.0
3499,-14.0
3500,-14.0
3501,-22.0
3502,-90.0
3503,9.0
3504,10.0
3505,-4.0
3506,-1.0
3507,13.0
3508,-11.0
3509,-13.0
3510,-5.0
3511,-39.0
3512,-19.0
3513,-26.0
3514,-46.0
3515,-37.0
3516,-26.0
3517,-4.0
3518,-14.0
3519,-39.0
3520,-8.0
3521,11.0
3522,-1.0
3523,-15.0
3524,-24.0
3525,-51.0
3526,-27.0
3527,-2.0
3528,-2.0
3529,4.0
3530,-5.0
3531,2.0
3532,-21.0
3533,-15.0
3534,-13.0
3535,-53.0
3536,-21.0
3537,12.0
3538,1.0
3539,-26.0
3540,-14.0
3541,-3.0
3542,4.0
3543,-4.0
3544,8.0
3545,-16.0
3546,-39.0
3547,-3.0
3548,-2.0
3549,11.0
3550,-13.0
3551,-35.0
3552,1.0
3553,-6.0
3554,6.0
3555,-8.0
3556,-18.0
3557,-17.0
3558,-8.0
3559,-27.0
3560,7.0
3561,-40.0
3562,6.0
3563,-15.0
3564,-8.0
3565,-9.0
3566,-2.0
3567,-44.0
3568,-9.0
3569,-26.0
3570,-9.0
3571,-14.0
3572,-41.0
3573,-19.0
3574,-19.0
3575,8.0
3576,-19.0
3577,0.0
3578,-5.0
3579,9.0
3580,-44.0
3581,-15.0
3582,-2.0
3583,0.0
3584,-28.0
3585,4.0
3586,-5.0
3587,-3.0
3588,-14.0
3589,-24.0
3590,-4.0
3591,-2.0
3592,-2.0
3593,-10.0
3594,8.0
3595,8.0
3596,13.0
3597,11.0
3598,-27.0
3599,-1.0
3600,1.0
3601,-7.0
3602,-36.0
3603,-20.0
3604,-20.0
3605,-1.0
3606,-25.0
3607,-7.0
3608,3.0
3609,-13.0
3610,-27.0
3611,7.0
3612,7.0
3613,7.0
3614,-7.0
3615,-4.0
3616,-29.0
3617,-6.0
3618,-21.0
3619,-16.0
3620,-12.0
3621,-12.0
3622,2.0
3623,-57.0
3624,-22.0
3625,11.0
3626,11.0
3627,-9.0
3628,-2.0
3629,-24.0
3630,-14.0
3631,10.0
3632,0.0
3633,-17.0
3634,-20.0
3635,1.0
3636,-23.0
3637,0.0
3638,1.0
3639,-9.0
